POLIZA_SUMINISTRO,NUMEROSERIECONTADOR,CONSUMO_REAL,FECHA_HORA,CODI_ANOMALIA,DATA_INICI,DATA_FI
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 00:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 01:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-19 02:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-19 03:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 04:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 05:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-19 06:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-19 07:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,30.0,2024-06-19 08:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,14.0,2024-06-19 09:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,15.0,2024-06-19 10:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-19 11:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 12:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 13:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,16.0,2024-06-19 14:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-19 15:56:04,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,36.0,2024-06-19 16:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-19 17:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,52.0,2024-06-19 18:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,27.0,2024-06-19 19:56:05,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,21.0,2024-06-19 20:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,31.0,2024-06-19 21:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,12.0,2024-06-19 22:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-19 23:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-20 00:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-20 01:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-20 02:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-20 03:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-20 04:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,2.0,2024-06-20 05:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,12.0,2024-06-20 06:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-20 07:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-20 08:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,9.0,2024-06-20 09:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-20 10:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,37.0,2024-06-20 11:56:02,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,27.0,2024-06-20 12:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-20 13:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-20 14:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,41.0,2024-06-20 15:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,38.0,2024-06-20 16:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,16.0,2024-06-20 17:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-20 18:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-20 19:56:01,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-20 20:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,31.0,2024-06-20 21:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,18.0,2024-06-20 22:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-20 23:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,10.0,2024-06-21 00:55:58,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 01:55:58,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 02:55:58,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,2.0,2024-06-21 03:55:58,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-21 04:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-21 05:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,8.0,2024-06-21 06:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-21 07:55:59,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,11.0,2024-06-21 08:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,52.0,2024-06-21 09:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,4.0,2024-06-21 10:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 11:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,12.0,2024-06-21 12:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,4.0,2024-06-21 13:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 14:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,15.0,2024-06-21 15:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 16:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 17:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-21 18:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,21.0,2024-06-21 19:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-21 20:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,57.0,2024-06-21 21:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,17.0,2024-06-21 22:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-21 23:55:57,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-22 00:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 01:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 02:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-22 03:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 04:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 05:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 06:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 07:55:55,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-22 08:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,15.0,2024-06-22 09:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-22 10:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,10.0,2024-06-22 11:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,,2024-06-22 13:00:00,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,,2024-06-22 14:00:00,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,,2024-06-22 15:00:00,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,,2024-06-22 16:00:00,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,40.0,2024-06-22 16:55:53,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 17:55:53,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-22 18:55:53,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 19:55:53,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,37.0,2024-06-22 20:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 21:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,19.0,2024-06-22 22:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-22 23:55:54,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 00:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 01:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 02:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-23 03:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-23 04:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 05:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 06:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 07:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,17.0,2024-06-23 08:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-23 09:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,17.0,2024-06-23 10:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-23 11:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,62.0,2024-06-23 12:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-23 13:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,8.0,2024-06-23 14:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,15.0,2024-06-23 15:55:51,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-23 16:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-23 17:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-23 18:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,11.0,2024-06-23 19:55:52,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 20:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-23 21:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-23 22:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-23 23:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-24 00:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 01:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 02:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 03:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-24 04:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 05:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 06:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,20.0,2024-06-24 07:55:50,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 08:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-24 09:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,34.0,2024-06-24 10:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-24 11:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 12:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,44.0,2024-06-24 13:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,9.0,2024-06-24 14:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,16.0,2024-06-24 15:55:49,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-24 16:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 17:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,31.0,2024-06-24 18:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-24 19:55:48,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,5.0,2024-06-24 20:55:47,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,23.0,2024-06-24 21:55:47,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,18.0,2024-06-24 22:55:47,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,6.0,2024-06-24 23:55:47,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 00:55:45,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 01:55:45,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,7.0,2024-06-25 02:55:45,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 03:55:45,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 04:55:46,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,1.0,2024-06-25 05:55:46,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 06:55:46,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,0.0,2024-06-25 07:55:46,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-25 08:55:44,163840,2024-07-15,2024-09-13
JSM5YS4KVQUI5DQA,RMQO6U3MP5TS4QUL,13.0,2024-06-25 09:55:44,163840,2024-07-15,2024-09-13
